4.580402672290802002e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.287056446075439453e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.293345481157302856e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.897065401077270508e-01,-5.261432379484176636e-02,-1.848933696746826172e-01,-2.191839218139648438e-01,0.000000000000000000e+00,-1.330151408910751343e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.261432379484176636e-02,2.991033196449279785e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.464891225099563599e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.287056744098663330e-01,-1.848933547735214233e-01,0.000000000000000000e+00,7.785322666168212891e-01,-2.125240862369537354e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.524092108011245728e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.191838920116424561e-01,0.000000000000000000e+00,-2.125241011381149292e-01,6.571471095085144043e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.254391014575958252e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.112175107002258301e-01,-2.323671430349349976e-01,0.000000000000000000e+00,-1.788504570722579956e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.330151259899139404e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.323671430349349976e-01,7.777125835418701172e-01,-2.038830369710922241e-01,0.000000000000000000e+00,-2.084472477436065674e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.464890629053115845e-01,-1.524092108011245728e-01,-2.254390865564346313e-01,0.000000000000000000e+00,-2.038829922676086426e-01,1.078045606613159180e+00,0.000000000000000000e+00,-2.498252689838409424e-01
-2.293345779180526733e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.788504421710968018e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.081850051879882812e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.084472030401229858e-01,-2.498252838850021362e-01,0.000000000000000000e+00,4.582724571228027344e-01
